Directory,勘誤,勘誤備註說明,序號,縣市 County,縣市及鄉鎮市區 County and Area,村里 Village,預計收容村里 Service Area,避難收容處所地址 Address,避難收容處所名稱 Shelter Name,適用災害類別 Disaster Categories,適合避難弱者安置 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,預計收容人數 Capacity,緯度,經度,管理人姓名,管理人電話,經緯度
,,,391,高雄市,高雄市大寮區,翁園里,翁園里、琉球里,翁園路79號,高雄市大寮區翁園國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami,核子事故-NuclearEmergency",是 Shelter for Vulnerable People,否,否,400,22.623246,120.408663,侯進昇,7811685轉40,"22.623246,120.408663"
,,,392,高雄市,高雄市鼓山區,惠安里,登山、壽山、維生、麗興、哨船頭、峰南、延平、新民、惠安里、桃源里,臨海二路50號,高雄市鼓山區鼓山國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,745,22.6236,120.2713,總務主任,5217795,"22.6236,120.2713"
,,,393,高雄市,高雄市鹽埕區,育仁里,藍橋、慈愛、博愛、壽星、中原、光明里、府北,新樂街46號,高雄市立鹽埕國民中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,300,22.6236,120.2879,蔡智文,5517524,"22.6236,120.2879"
,,,394,高雄市,高雄市鹽埕區,江南里,中山、新樂、教仁、河濱、港都、江西、新豐、陸橋、瀨南、新化、江南里,五福四路183號,高雄市鹽埕區鹽埕國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.6237,120.2829,林貴芬,5210626110,"22.6237,120.2829"
,,,395,高雄市,高雄市鳳山區,南興里,三民、鎮東、南興、光明、新興里,大東一路1號,高雄市鳳山區大東國民小學,"水災-Flooding,地震-Earthquake",否 No,否,否,367,22.623852,120.362625,賴麗華,7462344#40,"22.623852,120.362625"
,,,396,高雄市,高雄市苓雅區,福祥里,奏捷、福壽、福南、林靖、福祥、福海、福西、永康,福德三路96號,高雄市苓雅區福東國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,1087,22.6241,120.3269,陳柏村,7510048132/2623513132,"22.6241,120.3269"
,,,397,高雄市,高雄市新興區,玉衡里,東坡、漢民、玉衡、振成、振華里,五福二路218號,高雄市立新興高級中學,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,1091,22.6244,120.304,凌子雲,07-2727127#3010,"22.6244,120.304"
,,,398,高雄市,高雄市鹽埕區,光明里,全區（小型災害優先開設）,大仁路6號8樓,鹽埕區公所11樓大禮堂,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,22.6248,120.2868,顏賜山,5513316-100,"22.6248,120.2868"
,,,399,高雄市,高雄市鳳山區,興仁里,興仁、興中、協和、成功里,中山路231號,高雄市鳳山區鳳山國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,873,22.624823,120.356507,洪正松,7419119#41,"22.624823,120.356507"
,,,400,高雄市,高雄市鳳山區,縣口里,全區主要以新興、光明、瑞興、瑞竹、誠德、東門、鳳東、曹公、三民、國泰、興仁、合興里、北門里等易淹水潛勢區里別收容為主,經武路30號,鳳山區公所大禮堂,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,22.6252,120.3592,吳聖文,07-7422111,"22.6252,120.3592"
,,,401,高雄市,高雄市鳳山區,瑞竹里,瑞竹、中正、鳳東、誠德、誠智、誠信里,中山東路227號,高雄市立鳳山國民中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,2327,22.625285,120.372009,錢志強,7462774#100,"22.625285,120.372009"
,,,402,高雄市,高雄市新興區,浩然里,浩然、德生、永寧、正氣里,五福二路3號,高雄市立高雄高級高商職業學校,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,1036,22.6257,120.3095,陳湘云,07-2269975#1411,"22.6257,120.3095"
,,,403,高雄市,高雄市前金區,國民里,國民、民生、復元、林投里、全區綜合緊急運用,大同二路61號,高雄市前金區前金國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,1564,22.626351,120.293922,陳瓊如,07-2829001,"22.626351,120.293922"
,,,404,高雄市,高雄市苓雅區,正義里,正義、正仁、文昌、建軍、衛武,中正一路8號,高雄市立中正高級中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,3294,22.626491,120.338791,林明賢,7491992#8301,"22.626491,120.338791"
,,,405,高雄市,高雄市新興區,永寧里,蕉園、德政、華聲、仁聲,民生一路321號,高雄市新興區新興國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,1182,22.627003,120.305317,林岳翰,07-2412119#131,"22.627003,120.305317"
,,,406,屏東縣,屏東縣泰武鄉,萬安村,萬安村,1鄰3號,萬安活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.6274,120.6384,邱正明,08-7830328,"22.6274,120.6384"
,,,407,高雄市,高雄市前金區,林投里,全區小型災害優先開設,自強二路169號三、四樓,前金區公所5樓大禮堂,水災-Flooding,是 Shelter for Vulnerable People,室內 Indoor,否,25,22.6276,120.2943,蔡登山,07-2723133#101,"22.6276,120.2943"
,,,408,高雄市,高雄市新興區,榮治里,榮治、大明、明莊、秋山、長驛里,大同一路231號,高雄市新興區大同國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,964,22.628,120.2985,曾秀玉,07-2823039#31,"22.628,120.2985"
,,,409,高雄市,高雄市鳳山區,埤頂里,埤頂、東門、鳳東里,勝利路2號,高雄市鳳山區中正國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,0,22.628249,120.37408,蔡翠萍,7012831#131,"22.628249,120.37408"
,,,410,高雄市,高雄市大寮區,溪寮里,溪寮里,溪寮路54之1號,溪寮里社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,60,22.628398,120.420494,王基安,6517736,"22.628398,120.420494"
,,,411,高雄市,高雄市鳳山區,光明里,全區（主要以新興、光明、瑞興、東門、鳳東、曹公、三民、國泰、興仁、和興、北門等易淹水潛勢區里別收容為主）,中正路172號,基督教鳳山長老教會,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,150,22.6284,120.361,林靜花,07-7462676,"22.6284,120.361"
,,,412,高雄市,高雄市前金區,後金里,新生、後金、北金、東金,六合二路278號,高雄市立前金國民中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,1218,22.6294,120.2905,蔡月梅,07-2725981,"22.6294,120.2905"
,,,413,高雄市,高雄市鳳山區,忠孝里,忠孝、忠義、中和、鎮西里,光復路二段130號,國立鳳山高級中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,22.629893,120.345723,余欣欣,7463150#430,"22.629893,120.345723"
,,,414,屏東縣,屏東縣瑪家鄉,排灣村,排灣村,5鄰58號,排灣社區活動中心,"水災-Flooding,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,148,22.63,120.6264,金天光,08-7990107,"22.63,120.6264"
,,,415,高雄市,高雄市苓雅區,正大里,正文、正言、正大、正心、正道,輔仁路100號,高雄市苓雅區中正國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,1855,22.630177,120.333309,吳軒銘,7225936,"22.630177,120.333309"
,,,416,高雄市,高雄市鳳山區,瑞興里,瑞興、海光里,博愛路271號,高雄市鳳山區瑞興國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,1309,22.63018,120.368353,潘清富,7429803#10,"22.63018,120.368353"
,只是漏字或多字,沒填寫村里,417,高雄市,高雄市鳳山區,,鳳山街友中心服務區域之街友,博愛路477巷18號,鳳山街友服務中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,32,22.6303,120.3648,街友中心主任,07-7190895,"22.6303,120.3648"
,,,418,高雄市,高雄市大寮區,溪寮里,溪寮里、義和里,溪寮路69號,高雄市大寮區溪寮國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami,核子事故-NuclearEmergency",是 Shelter for Vulnerable People,否,否,100,22.630524,120.420439,龔輝基,6516256轉30,"22.630524,120.420439"
,,,419,高雄市,高雄市鳳山區,忠孝里,忠孝、忠義里,光復路一段120巷8號,高雄市鳳山區中山國民小學,"水災-Flooding,地震-Earthquake",否 No,否,否,1759,22.630617,120.349906,王寅榕,07-7458021#40,"22.630617,120.349906"
,,,420,高雄市,高雄市鳳山區,忠孝里,忠孝、文福、鎮西里,青年路二段89號,高雄市立青年國民中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,376,22.630785,120.349,黃紘玉,7190419#31,"22.630785,120.349"
,,,421,屏東縣,屏東縣內埔鄉,老埤村,老埤村.中林村,壽比路116號,泰安國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,120,22.6308,120.5943,涂淳益,08-7783031轉14,"22.6308,120.5943"
,,,422,臺東縣,臺東縣太麻里鄉,北里村,北里村,三鄰北太麻里二0-四號,北里活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,30,22.6313,120.9994,鄒宗翰,089-781302,"22.6313,120.9994"
,,,423,高雄市,高雄市新興區,興昌里,順昌、文昌、開平、興昌、中東、光耀、德望里,中正三路32號,高雄市新興區信義國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,1091,22.6316,120.311,葛冠蘭,07-2365163#31,"22.6316,120.311"
,[完成勘誤] 位置有誤,"建議經緯度：22.632956726243147, 120.28014076936772
地址少了38弄，正確地址：804高雄市鼓山區鼓山二路37巷38弄24號",424,高雄市,高雄市鼓山區,光化里,光化及山下里,鼓山二路37巷24號,高雄市鼓山區壽山國民小學,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,345,22.631757,120.280013,總務主任,5514393,"22.631757,120.280013"
,,,425,高雄市,高雄市前金區,草江里,長興、草江、青山、三川、長城里,自立二路111號,高雄市前金區建國國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,516,22.6324,120.2979,朱柏州,2860128,"22.6324,120.2979"
,,,426,高雄市,高雄市鼓山區,光化里,興宗里,鼓山二路37巷108號,高雄市立壽山國民中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,745,22.633012,120.278437,總務主任,5519150,"22.633012,120.278437"
,,,427,高雄市,高雄市三民區,立德里,立德里、力行里、千秋里、裕民里、豐裕里、川東里,市中一路339號,高雄市三民區河濱國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,745,22.634,120.2878,謝忠豪總務主任,2211408#731,"22.634,120.2878"
,,,428,高雄市,高雄市新興區,中東里,南港、成功、新江、黎明、愛平、建興、建華,七賢一路393號,高雄市新興區七賢國民小學,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,1091,22.634,120.307,張義方,07-2351150#813,"22.634,120.307"
,,,429,高雄市,高雄市鳳山區,文華里,文華、文福、文衡里,文化路52號,高雄市鳳山區文華國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,3170,22.6344,120.352746,尤文泰,7450949,"22.6344,120.352746"
,,,430,高雄市,高雄市大寮區,中庄里,中庄里,中庄路59號,高雄市大寮區中庄國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami,核子事故-NuclearEmergency",是 Shelter for Vulnerable People,否,否,100,22.634717,120.397497,王豪華,7032838轉40,"22.634717,120.397497"
,,,431,高雄市,高雄市三民區,千歲里,千歲里、千北里、立德里、鳳南里,三民街222號,"千歲,千北,立德,鳳南聯合里活動中心","水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,22.6354,120.2906,丁陳月雲,2158892,"22.6354,120.2906"
,,,432,高雄市,高雄市三民區,興德里,興德里、建東里、鳳北里、港西里,三民街39-1號,三塊厝聯合里活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,500,22.6361,120.2958,林品君,07-2852190,"22.6361,120.2958"
,,,433,高雄市,高雄市苓雅區,民主里,安祥、五權、民主、五福,憲政路235號,高雄市苓雅區凱旋國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,1273,22.636415,120.319935,蘇裕義,2235181,"22.636415,120.319935"
,,,434,高雄市,高雄市大寮區,中庄里,中庄里、江山里,光明路三段1437號,高雄市立中庄國民中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami,核子事故-NuclearEmergency",是 Shelter for Vulnerable People,否,否,800,22.636416,120.401844,盧奇男,7033166轉310,"22.636416,120.401844"
,,,435,高雄市,高雄市三民區,千北里,千北里、千歲里、鳳北里、鳳南里、德西里、德興,建國三路216號,高雄市三民區三民國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,818,22.6367,120.2911,許書維,2810378#31,"22.6367,120.2911"
,,,436,高雄市,高雄市鼓山區,寶樹里,全區（優先開設）,鼓山二路166號,鼓山區行政中心七樓大禮堂,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,20,22.6368,120.281,鄭區長明興,5311191,"22.6368,120.281"
,,,437,高雄市,高雄市大寮區,江山里,江山里,江山路51號,江山里社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,否,否,30,22.63768,120.411378,許世川,7016158,"22.63768,120.411378"
,,,438,高雄市,高雄市大寮區,後庄里,後庄里,民揚路28號,高雄市大寮區後庄國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami,核子事故-NuclearEmergency",是 Shelter for Vulnerable People,否,否,360,22.637822,120.389503,陳福正,7035278,"22.637822,120.389503"
,,,439,屏東縣,屏東縣屏東市,龍華里,公館里、頂柳里、龍華里,公華街182號,屏東市公館國小,"水災-Flooding,地震-Earthquake",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,630,22.6379,120.4822,王昭盛,08-7522205#14,"22.6379,120.4822"
,,,440,高雄市,高雄市三民區,建東里,建東里、博惠里、港新里、長明里、博愛里、港東里、港西里,建國三路50號,高雄市立高雄高級中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,2794,22.6382,120.298,吳麗娟總務組長,2862550#108、567,"22.6382,120.298"
,,,441,高雄市,高雄市三民區,寶德里,寶德里、寶民里、寶國里、寶盛里、寶華里、寶業里、寶獅里、寶慶里,光武路35號,高雄市三民區光武國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,1564,22.6388,120.3343,柯易興,3867458#31,"22.6388,120.3343"
,,,442,高雄市,高雄市鳳山區,鎮北里,鎮北、武松、北門,北辰街1號,北辰宮,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,22.6393,120.3658,趙福蔭,07-7451531,"22.6393,120.3658"
,,,443,高雄市,高雄市鼓山區,河邊里,鼓岩、樹德、河邊、寶樹、綠川、興宗、光化、厚生、山下里,河邊街155號,高雄市鼓山區鼓岩國民小學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,364,22.6401,120.283,總務主任,5515513,"22.6401,120.283"
,,,444,高雄市,高雄市三民區,寶德里,寶泰里、寶德里,覺民路363號,高雄市立民族國民中學,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,1673,22.640511,120.33318,廖兆祥,3818718#31,"22.640511,120.33318"
,,,445,高雄市,高雄市三民區,德北里,德北里、十全里、十美里,德北街170號,"德北,十全,十美聯合里活動中心","水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,22.6406,120.2951,劉啟聰,910720976,"22.6406,120.2951"
